Site,Date,Transect,Lat..Start.,Long..Start.,Lat..End.,Long..End.,Quad.No,Side,Mussel,Anem.,Barn.,Other,algae_type,perc_cover
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Filamentous,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Corticated,1
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Foliose,1
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Leathery,15
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Kelp,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Seagrass,22
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Bare Rock,8
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Crustose Non-Coralline,30
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Crustose Coralline,3
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Articualted Coralline,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Filamentous,1
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Corticated,2
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Foliose,42
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Leathery,10
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Kelp,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Seagrass,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Bare Rock,7
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Crustose Non-Coralline,31
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Crustose Coralline,3
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Articualted Coralline,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Filamentous,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Corticated,7
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Foliose,4
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Leathery,27
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Kelp,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Seagrass,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Bare Rock,18
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Crustose Non-Coralline,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Crustose Coralline,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Articualted Coralline,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Filamentous,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Corticated,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Leathery,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Kelp,2
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Seagrass,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Bare Rock,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Crustose Non-Coralline,16
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Crustose Coralline,19
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Articualted Coralline,12
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Filamentous,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Corticated,12
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Leathery,72
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Kelp,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Seagrass,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Bare Rock,6
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Crustose Non-Coralline,13
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Crustose Coralline,10
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Articualted Coralline,4
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Filamentous,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Corticated,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Leathery,51
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Kelp,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Seagrass,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Bare Rock,14
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Crustose Non-Coralline,17
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Crustose Coralline,4
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Articualted Coralline,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Filamentous,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Corticated,6
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Leathery,13
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Kelp,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Seagrass,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Bare Rock,23
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Crustose Non-Coralline,6
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Crustose Coralline,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Articualted Coralline,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Filamentous,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Corticated,4
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Leathery,53
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Kelp,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Seagrass,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Bare Rock,21
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Crustose Non-Coralline,16
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Crustose Coralline,2
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Articualted Coralline,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Filamentous,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Corticated,2
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Foliose,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Leathery,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Seagrass,56
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Bare Rock,18
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Crustose Non-Coralline,22
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Crustose Coralline,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Articualted Coralline,6
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Filamentous,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Corticated,12
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Foliose,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Leathery,26
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Seagrass,25
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Bare Rock,8
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Crustose Non-Coralline,14
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Crustose Coralline,6
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Articualted Coralline,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Filamentous,2
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Corticated,27
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Foliose,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Leathery,26
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Seagrass,25
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Bare Rock,8
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Crustose Non-Coralline,3
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Crustose Coralline,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Articualted Coralline,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Filamentous,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Corticated,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Foliose,5
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Leathery,5
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Seagrass,93
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Bare Rock,2
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Crustose Non-Coralline,41
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Crustose Coralline,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Articualted Coralline,3
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Filamentous,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Corticated,17
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Foliose,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Leathery,19
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Seagrass,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Bare Rock,12
