Site,Date,Transect,Lat..Start.,Long..Start.,Lat..End.,Long..End.,Quad.No,Side,Mussel,Anem.,Barn.,Other,algae_type,perc_cover
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,3,NA,0,0,0,0.5,Fila.,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,3,NA,0,0,0,0.5,Cort.,3
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,3,NA,0,0,0,0.5,Foliose,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,3,NA,0,0,0,0.5,Leath.,15
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,3,NA,0,0,0,0.5,Kelp,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,3,NA,0,0,0,0.5,SG,0.75
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,3,NA,0,0,0,0.5,BR,5
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,Cr.NC,50
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,Cr.Cor,25
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,AC,0.5
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,Fila.,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,Cort.,10
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,Foliose,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,Leath.,8
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,Kelp,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,SG,8
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,4,NA,0,1,0,1,BR,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,Cr.NC,49
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,Cr.Cor,5
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,AC,2
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,Fila.,1
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,Cort.,20
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,Foliose,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,Leath.,11
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,Kelp,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,SG,0
Point Pinos,20210629,6,36.63841,121.93748,36.63851,121.93765,5,NA,14,0,0,3,BR,10
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,Cr.NC,9
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,Cr.Cor,2
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,AC,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,Fila.,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,Cort.,3
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,Foliose,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,Leath.,11
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,Kelp,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,SG,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,1,Sea,21,0,10,0,BR,50
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,Cr.NC,10
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,Cr.Cor,1
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,AC,27
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,Fila.,1
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,Cort.,14
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,Foliose,2
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,Leath.,13
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,Kelp,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,SG,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,2,Land,13,0,5,10,BR,5
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,Cr.NC,8
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,Cr.Cor,2
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,AC,6
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,Fila.,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,Cort.,13
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,Foliose,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,Leath.,42
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,Kelp,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,SG,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,3,Sea,20,1,0,0,BR,7
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,Cr.NC,10
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,Cr.Cor,7
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,AC,3
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,Fila.,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,Cort.,16
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,Foliose,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,Leath.,32
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,Kelp,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,SG,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,4,Land,3,0,1,1,BR,50
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,Cr.NC,29
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,Cr.Cor,12
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,AC,28
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,Fila.,1
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,Cort.,9
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,Foliose,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,Leath.,7
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,Kelp,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,SG,0
Cannery Row,20210626,3,36.61393,121.89761,36.614,121.89775,5,Sea,2,1,0,0,BR,18
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,Cr.NC,36
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,Cr.Cor,4
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,AC,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,Fila.,1
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,Cort.,4
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,Foliose,45
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,Leath.,22
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,Kelp,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,SG,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,1,Land,1,1,0,0,BR,5
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,Cr.NC,35
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,Cr.Cor,8
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,AC,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,Fila.,1
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,Cort.,30
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,Foliose,5
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,Leath.,16
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,Kelp,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,SG,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,2,Sea,1,1,2,0,BR,12
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Cr.NC,38
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Cr.Cor,12
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,AC,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Fila.,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Cort.,1
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Foliose,1
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Leath.,15
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,Kelp,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,SG,22
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,3,Sea,0,0,1,0,BR,8
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Cr.NC,30
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Cr.Cor,3
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,AC,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Fila.,1
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Cort.,2
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Foliose,42
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Leath.,10
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,Kelp,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,SG,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,4,Land,0,1,1,0,BR,7
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Cr.NC,31
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Cr.Cor,3
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,AC,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Fila.,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Cort.,7
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Foliose,4
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Leath.,27
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,Kelp,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,SG,0
Point Pinos,20210629,5,36.63845,121.93727,36.63843,121.93748,5,Land,0,1,1,0,BR,18
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Cr.NC,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Cr.Cor,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,AC,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Fila.,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Cort.,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Leath.,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,Kelp,2
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,SG,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,1,Land,93,1,0,2,BR,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Cr.NC,16
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Cr.Cor,19
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,AC,12
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Fila.,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Cort.,12
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Leath.,72
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,Kelp,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,SG,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,2,Sea,2,0,1,7,BR,6
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Cr.NC,13
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Cr.Cor,10
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,AC,4
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Fila.,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Cort.,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Leath.,51
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,Kelp,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,SG,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,3,Land,1,1,1,0,BR,14
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Cr.NC,17
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Cr.Cor,4
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,AC,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Fila.,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Cort.,6
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Leath.,13
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,Kelp,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,SG,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,4,Sea,1,2,1,23,BR,23
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Cr.NC,6
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Cr.Cor,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,AC,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Fila.,1
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Cort.,4
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Foliose,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Leath.,53
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,Kelp,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,SG,0
Cannery Row,20210628,6,36.61452,121.8977,36.61444,121.89784,5,Land,6,0,5,0,BR,21
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Cr.NC,16
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Cr.Cor,2
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,AC,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Fila.,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Cort.,2
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Foliose,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Leath.,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,SG,56
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,1,NA,0,0,1,0,BR,18
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Cr.NC,22
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Cr.Cor,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,AC,6
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Fila.,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Cort.,12
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Foliose,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Leath.,26
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,SG,25
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,2,NA,0,0,0,0,BR,8
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Cr.NC,14
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Cr.Cor,6
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,AC,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Fila.,2
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Cort.,27
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Foliose,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Leath.,26
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,SG,25
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,3,NA,0,1,1,0,BR,8
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Cr.NC,3
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Cr.Cor,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,AC,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Fila.,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Cort.,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Foliose,5
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Leath.,5
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,SG,93
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,4,NA,0,0,0,0,BR,2
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Cr.NC,41
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Cr.Cor,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,AC,3
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Fila.,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Cort.,17
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Foliose,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Leath.,19
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,Kelp,0
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,SG,1
Sea Palm,20210625,1,36.62799,121.92024,36.62784,121.92014,5,NA,0,0,0,0,BR,12
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,Cr.NC,20
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,Cr.Cor,5
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,AC,1
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,Fila.,0
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,Cort.,13
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,Foliose,38
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,Leath.,14
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,Kelp,16
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,SG,0
Point Pinos,20210727,8,36.63837,121.9385,36.63827,121.93832,1,Land,2,2,1,0,BR,11
